0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
-0.6129229,-1.007228,-1.070172,-0.5374514,-0.09729472,-0.110935405,0.37344798,5.1451497,-0.6442647,-0.9104772,-1.2184184,-1.2803591,-0.50131106,0.03910266,1.337897,5.204594,-1.0658852,-1.0122173,0.23935843,-0.06497588,-0.05021609,-0.68779737,-0.05701516,5.1081524,2.6358178,2.717239,2.424967,-0.7958446,-1.2992798,-0.20439364,0.2630568,0.20784311,0.34875333,-0.6322122,-0.6274402,-0.31949297,-0.36979488,-0.4700763,1.4629602,-1.0776014,0.08685713,0.3412529,-0.24395286,-0.7378322,-0.96838164,-0.5371568,-0.4448228,-0.80630785,-1.0390469,-1.2942271,-0.5690573,-0.07457545,1.1368313,5.0044026,-1.0381708,-1.1769676,2.5933185,-0.52535295,-0.53171533,-1.1055014
-0.6129229,2.079172,2.6509688,-1.0767725,-1.820627,-1.5711937,-1.0900034,-0.4048072,0.56528544,3.975081,0.2699048,-1.5053669,-1.2832751,-1.5559018,-1.4193718,-0.46476397,1.1940382,2.7481732,-1.6987493,-1.6278224,-1.2837952,-1.0224878,-0.68470514,-0.36253542,-1.74951,-2.3842604,-1.7473423,0.91172594,1.5968536,1.1469867,2.7141128,-1.3114352,-1.150869,-0.65461296,-0.57390946,-0.31949297,-0.494557,-0.4553665,-1.1153893,-1.4411174,-0.7968595,3.0584173,2.4538317,0.24503744,-0.7514436,-0.5371568,-0.4448228,2.5765655,2.7587433,-1.3330925,-1.3701426,-1.5821334,-1.4980466,-0.5534551,-2.1479044,1.0354335,-2.1108825,-1.4682558,-0.262499,1.2130632
-0.35482326,-0.1080851,0.1949565,0.7065826,0.13058393,-0.34546173,-0.35404807,-0.38444042,-0.108811684,0.20567864,1.0602303,0.6632428,-0.8103982,-0.6481237,0.277409,-0.18245308,-0.465887,0.2551254,1.1766052,0.4168754,-0.3052017,-0.41489595,-0.44932142,-0.34746465,-0.14954054,-0.47493327,-0.1888752,-0.08216238,0.56330746,-0.15780161,0.31248066,-0.008114168,-0.094125785,-0.6162117,-0.5798573,-0.22826357,0.079348706,2.5601432,-1.0970453,1.3585929,2.3545074,0.4205219,-0.51072544,-0.8722814,-0.82539976,-0.5278419,-0.12976722,0.08943019,0.40249243,0.8666829,-0.29486027,-0.6673677,0.14700943,-0.26738888,-0.0182902,-0.36213395,-0.37815836,1.4544703,-1.3179212,0.41185093
0.15659639,0.22451323,0.19198671,-0.04846692,-0.5017793,0.42006758,-0.3878851,-0.18586397,0.9477519,0.31430694,1.322441,0.054169923,-0.8790843,-0.44675037,-1.0975685,-0.2935262,0.23027809,-0.07797494,0.4132368,-0.24884017,-0.29831022,0.383212,-0.4787444,-0.19173342,-0.25285015,-0.9815899,-0.22224611,0.5325057,0.982236,0.42558223,2.8733673,-1.4573011,-1.1760963,-0.65461296,-0.5977009,-0.31949297,-0.46960455,-0.4259469,0.015823333,0.27761135,0.8371826,0.39409888,0.12051106,-0.7007428,-1.0275465,-0.5371568,0.5122328,0.55115086,0.5993291,0.4663704,-0.6954029,-0.36946702,-0.9194887,-0.35820356,-2.0562577,-0.53929484,-0.8417727,-1.7184105,-0.9548091,0.892789
0.47683114,1.8536813,2.2144103,-0.9725038,-1.9032329,-1.5756186,-1.0561664,-0.42517403,0.37405223,1.1263036,1.6732864,0.6089306,-0.7707717,-1.6517937,-1.3535484,-0.5064164,1.6581483,1.3819414,-0.5409738,-1.5073596,-1.3113612,-1.0224878,-0.5866286,-0.4127713,-1.9557506,-1.5621941,-1.7000246,1.2388566,0.9167854,1.2009698,-0.86636925,0.99400336,0.7804203,-0.5874108,-0.54417014,-0.25107092,-0.22008035,-0.35239786,-1.0583191,-1.1349987,-0.6634683,0.75080925,1.424315,2.0160573,0.5304627,-0.5371568,0.5360105,1.2960601,1.5458819,0.63349116,-0.84863067,-1.6724063,-1.4841055,-0.56253654,-0.0591811,1.3951093,-1.7632449,-0.57169884,0.618306,1.0751827
-0.30702704,0.41899872,0.11180251,-0.43677813,-0.33656728,0.61919373,-0.24407774,0.033079293,-0.09446919,0.14864878,1.1414787,-0.0854901,-1.0058893,0.34595722,-0.33694267,-0.015843378,-0.17947675,-0.5750231,-0.29499948,-0.24884017,-0.23284094,1.8764462,1.1983649,0.18001212,-0.020021109,-0.27853543,0.7349589,0.3937274,0.55886585,0.011532933,-0.40141913,-0.7090281,-0.45571697,-0.24819994,3.934572,0.5813974,1.2521125,1.0450335,1.9602861,0.2552902,-0.71349,-0.75530124,-0.924035,-0.9696411,-0.9190775,-0.5371568,-0.22487834,0.48343182,0.67748487,0.1282424,-1.0448697,0.066852145,-0.00634325,-0.08575955,1.8055398,-1.6156374,-0.36417273,1.9326961,-1.51901,0.69507515
-0.60336363,-0.23774208,0.7027897,1.7384837,-0.0830523,-1.2171917,-1.0646256,-0.4048072,-0.49127814,-0.13378482,-0.029237079,0.69427836,0.29122004,0.3555464,-1.0317452,-0.4601359,-0.34045187,1.2075843,1.1257141,-0.38515335,-0.48093507,-0.8422699,-0.83182,-0.2871816,-0.44543356,-0.041010752,-0.63887924,-0.22151232,-0.20061325,0.18025601,-0.9340982,0.87844723,0.9878447,-0.49460784,-0.49063936,-0.31949297,-0.22008035,-0.4700763,-1.0053254,-0.38245702,0.5829056,0.7464054,0.81938,0.95900875,-0.31263724,-0.5371568,-0.43887833,-0.13835199,-0.025916846,0.9793922,0.22933985,0.22031613,-1.1216354,-0.5534551,0.13036665,0.6794726,-0.19181408,-0.63775265,0.07902792,-0.129468
-0.5699063,-0.87475246,-0.87416613,-0.016107654,1.0734318,2.1679525,-0.49785542,-0.4048072,-0.5438673,-0.64976925,-0.5573517,0.32573107,0.99657273,0.9692555,-1.1560782,-0.47402006,-0.794109,-0.9055211,-0.7530206,0.4644265,1.3418676,2.4531436,-0.5081673,-0.27713442,0.906731,0.41462815,1.103674,-1.4215034,-0.82598495,-1.3293557,0.07451405,-0.765859,-0.7528384,-0.39540467,1.4245732,2.770903,2.0256376,2.8249197,2.243599,-0.26766253,-0.6843107,-0.9887044,-0.8977335,-0.87691754,-0.7218612,-0.4998974,-0.3913228,-0.6462447,-0.57300705,0.16710769,0.8503154,1.1140182,-0.9404005,-0.5489144,1.7446716,-1.6448073,0.41643333,2.624945,-1.1055092,-0.80755264
0.20439263,0.706499,0.18307735,-1.0911543,-0.060264435,0.40679252,-0.45555916,-0.34879848,0.5126963,1.0366852,0.5431949,-0.32989514,-0.35865548,-0.54903525,-0.9951766,-0.4971603,-0.13766503,0.023516579,0.3156953,-0.4422147,0.65616304,0.34201932,-0.6356669,-0.35248825,-0.4059158,-0.9923274,-0.033790518,0.6576137,0.8726188,0.058341525,1.3247539,-1.6183219,-1.1676872,-0.65141284,-0.3835778,3.1586282,5.9182153,4.4282885,1.6606677,0.095853396,-0.98444086,-0.5835518,-0.32661477,-0.733196,-0.8549822,-0.5371568,0.5657328,0.62502617,0.94958264,-0.7112478,-0.26797822,-0.31229416,-0.9125182,-0.49442557,1.4925182,-1.2295991,-0.90314317,3.5049975,-0.9728103,0.9211917
2.355223,0.78823924,-0.59797615,-0.9509309,-1.0885668,-0.58441305,0.6441442,0.66954225,2.1381786,0.36047396,0.580126,-0.47731405,-1.1300524,-1.1435659,0.32860494,0.5858028,1.3842815,-1.0070126,-0.95234454,-0.5309768,-0.6118736,-0.19863445,0.92375046,1.1998005,-0.73502856,-0.88032436,-0.0069523333,2.0465226,1.7505351,1.7943766,0.37837908,-1.4970827,0.42723823,-0.20019841,2.6498332,0.35332388,0.15420598,0.16244526,0.90041125,-0.082715824,-0.87189204,-0.1695916,-0.42054877,-0.7192875,0.36282876,0.23597638,2.188566,0.92976177,0.22591832,-0.38089287,-1.1631508,-1.0976686,-0.3200192,0.87687594,0.75120544,-0.4587991,-0.94600487,1.3407205,0.5584374,1.9055051
0.6775753,3.1643443,1.2551697,-1.5405886,-1.9772935,-1.5756186,-1.0900034,-0.4048072,1.1007385,0.99051815,2.3491256,0.1977094,-1.2251562,-1.6741686,-1.3828032,-0.4879042,3.1529171,0.16924798,-1.3637153,-1.6817137,-1.3113612,-1.0224878,-0.05701516,-0.6840451,-2.3094893,-1.809248,-2.0264423,1.5684171,1.083115,1.5329595,-1.0933528,1.389925,0.66269296,-0.65461296,-0.5798573,-0.3080893,-0.2949376,-0.4700763,-1.1602302,-1.3390778,-1.2012016,0.4249257,1.0673658,2.5770347,1.9652116,-0.5371568,0.83323276,1.7516245,1.8295584,0.1826538,-1.3136903,-1.69347,-1.4980466,-0.5534551,-0.011696119,1.9121507,-2.0568056,-0.7952003,0.9837354,1.2906364
-0.048927393,0.33725843,0.043497454,0.23198006,0.34137166,-0.45166233,-1.0730848,-0.4048072,1.2346016,0.36862108,0.8349505,0.78350556,-0.60698193,-1.2969931,-0.8708435,-0.3120384,0.033763014,-0.4449058,0.5404649,0.8321551,0.10828849,-0.69809556,-0.66508985,-0.31732312,-0.45970467,-1.1757576,-0.22329621,0.2597406,0.9926802,0.0042760177,2.8276045,-2.0938067,-0.7920808,-0.5426094,-0.52632654,-0.25107092,0.079348706,1.765814,-0.2002281,1.6870327,0.7871609,-0.42501387,-0.5933873,-0.69147044,-0.864843,-0.37880424,0.25662166,0.6065573,0.5067001,0.65292376,-0.06367458,-0.99535936,-1.0240474,-0.37182575,-1.4750562,-0.7604731,-0.9130423,0.96770173,-1.107008,0.73988533
-0.60336363,-0.680267,-0.69597906,-0.246218,0.52937156,1.747575,1.1686181,-0.24696441,-0.49127814,-0.5845923,-0.9562076,-0.23290901,0.38896555,1.6596782,0.42368317,-0.40459934,-0.6582209,-0.5177715,-0.12536205,0.2805622,0.49765843,1.2534071,1.1395189,-0.24699289,0.97989714,0.810379,0.79733163,-1.1078166,-0.9282903,-0.6770749,-0.46548706,0.70984906,-0.17261069,-0.4818074,-0.12187173,-0.080015786,0.628302,1.383359,0.53556967,0.61242867,0.12854187,-0.46464837,-0.5520564,-0.5477489,-0.47041032,-0.18319221,-0.4329339,-0.5138848,-0.72931856,-0.44696385,0.32073885,1.3577551,0.8719494,-0.4036109,0.40007856,-0.7267894,0.769033,0.94360894,-0.34564492,-0.8618086
3.4019601,0.38235652,-0.6603416,-0.9653128,-0.26250672,-0.44281226,-0.32021105,-0.6441173,2.754906,0.43108237,-0.39854804,-1.1639758,-0.8949349,0.08385228,0.75280017,-0.54344076,1.6665106,1.3715321,-1.5248709,-1.1459712,-0.9495573,-0.9555497,-0.25316828,-0.5835733,-1.32043,-0.9366288,-1.6385795,1.8125039,1.6158551,1.3876454,-1.4448111,2.1931345,-0.34079263,-0.54900956,-0.09213241,-0.23966725,-0.31989002,-0.3818175,-0.92175835,-0.9564295,-0.546751,-0.3765717,0.68411505,2.451858,1.5510573,-0.5278419,3.5855103,0.76662046,-0.33564517,-1.1854043,-0.97228813,-0.038466275,0.565244,-0.6261068,0.20074596,1.4747512,-1.1813301,-0.5504947,1.0427314,1.8962823
-0.51255083,-0.2490166,-0.1257803,-1.0947499,-1.1654758,0.7165443,4.290084,1.4383895,-0.46259314,-0.2369817,0.45086715,-0.56654125,-1.262141,-0.37962595,2.924972,1.8723999,0.077665314,-0.7077428,-1.3255469,-1.1459712,-0.52572984,0.74879694,4.1014314,2.5009098,1.3472466,0.97719157,1.5450726,-0.03393429,0.29739958,0.745509,-0.43253785,0.0070407274,-0.84253544,-0.07859451,3.7026052,-0.25107092,-0.34484246,-0.4259469,2.0112417,-0.781049,-1.1011581,-1.1956844,-0.6685345,-0.0006799765,0.14589077,-0.5371568,-0.3259339,-0.21838357,0.18828778,-0.34202757,-1.2894964,-0.5409856,2.391535,2.1119554,0.8794801,-0.9402259,0.96294415,0.86639327,0.2951129,0.38001862
0.31432396,3.4772122,0.97304016,-1.353624,-1.9545057,-1.5756186,-1.0815442,-0.40989894,1.2967525,1.9573102,0.41762915,0.10072327,-0.81304,-1.6901506,-1.338921,-0.5156725,2.7034411,0.43208498,-0.92265797,-1.6500129,-1.3113612,-1.0224878,-0.26297593,-0.57854974,-2.2247221,-1.8754576,-1.8827319,1.5040138,1.2789453,1.381828,-0.5936229,0.730687,0.86451125,-0.65461296,-0.56201375,-0.31949297,-0.2949376,-0.4553665,-1.1643066,-1.3231342,-1.1428429,1.6095566,2.1269414,1.2139986,0.6142796,-0.5371568,0.2090661,3.127552,0.46617487,0.09715017,-0.89433014,-1.7085155,-1.4980466,-0.5534551,-0.30437115,1.4878649,-2.0489817,-0.7776835,0.4420545,1.3898858
-0.5268897,1.8649559,1.6293627,-1.0156494,-1.1255971,-1.1242661,-0.878522,-0.32843167,0.31668225,2.4352746,0.6798399,-0.5820591,-1.1406195,-1.0348883,-1.1487645,-0.3907152,1.1982193,1.964867,-1.1601504,-1.2917945,-1.1907599,-0.94010246,-0.37086016,-0.40774772,-1.2970687,-1.6441456,-1.5149285,0.9162349,1.3055702,1.1363803,1.1654993,0.29877248,-1.1788993,-0.65461296,-0.53822225,-0.31949297,-0.494557,-0.4553665,-1.0766631,-1.0074493,-0.36333814,1.4378071,1.8564113,0.8152873,-0.036534347,-0.5371568,-0.33782277,2.231814,1.5458819,-0.5091483,-1.1765918,-1.076605,-1.1774001,-0.48534408,-1.4373149,1.0623001,-1.6035423,-1.3472437,0.19103868,1.1780916
-0.60814327,-0.8888456,-0.0842033,2.658925,0.42397767,-0.9428401,-1.0561664,-0.4048072,-0.63470304,-0.717662,-0.44655845,0.26365995,0.28065297,1.4039661,0.028742827,-0.4601359,-0.64776796,0.64807975,1.7067223,0.27105197,-0.3775625,-0.9040589,-0.9200889,-0.2419693,0.012782579,0.6407143,-0.35248432,-0.8164283,-0.898154,-0.19108236,-1.0970138,0.67575055,1.6353452,-0.6162117,-0.5798573,-0.3080893,0.20411082,-0.4700763,-1.0542427,-0.8830886,1.1373128,1.2132117,0.74423283,0.46293777,-0.16472498,-0.17387736,-0.4448228,-0.7078074,-0.56432307,0.30702272,0.36912656,1.2554457,-0.08301959,-0.5534551,0.24401695,0.7737725,0.5271605,-0.5749003,0.1001946,-0.83986366
1.6621776,2.214466,1.1868647,-1.1271092,-1.8775966,-1.5579185,-1.0477071,-0.43026575,1.0099027,1.4005901,0.08524931,-0.011780641,-0.16580625,-1.2458508,-1.3608621,-0.5017883,3.188457,0.32018408,-1.7411586,-1.6468428,-1.301024,-1.0224878,-0.25316828,-0.5835733,-2.218602,-1.428429,-2.0798032,1.6153734,1.0835989,1.6134225,-1.1153189,0.7666799,1.6409513,-0.65461296,-0.59175307,-0.31949297,-0.41969973,-0.4700763,-1.1459626,-1.3996638,-1.5847012,-0.42501387,1.0297922,2.4054961,3.6415505,-0.4998974,0.88078827,2.1148448,0.06960684,-0.02333222,-0.23571974,-1.2902509,-1.4841055,-0.56253654,0.10143058,2.3376944,-1.6613811,-0.83671904,1.4075987,1.2875522
-0.6129229,-1.0241399,-1.6106728,-1.1450865,0.2502202,1.0174459,-0.10027038,5.328451,-0.6442647,-0.9131929,-1.3329047,-1.113543,-0.35073018,-0.6609093,2.2667382,5.315667,-1.051251,-1.3765458,-0.99051297,1.0382099,0.35982838,-0.91435707,0.07048437,5.0428457,2.9801977,2.764185,2.644632,-1.6077042,-1.3425539,-0.8265512,0.37471807,1.1341861,-1.150869,-0.6450127,-0.65717953,-0.31949297,-0.54446185,-0.4553665,2.0112417,-0.29954988,-1.1636853,-0.06830348,-0.6497477,-0.93718785,-0.8747038,-0.42537853,-0.4448228,-0.809386,-1.1490438,-1.21261,-0.448088,-0.61320394,2.0011828,5.131543,-1.5590196,-1.5792502,2.673092,-0.97772443,-0.8356032,-1.2181916
0.820964,0.6811313,-0.6395531,-1.4111515,-0.2852946,1.1015214,0.28039616,0.063629515,0.464888,0.59945625,0.13695285,-1.1600964,-0.9821133,0.7966498,0.3578598,0.08134561,0.51041657,-0.7207545,-1.6690627,-0.8448141,-0.12602262,2.6848524,1.423941,0.315649,-0.0825648,-0.16328467,0.7169569,1.0078889,0.90918684,0.7088788,-1.0713866,-0.2752192,-0.057686366,0.9102372,3.1672976,-0.3080893,-0.17017551,-0.4700763,1.7585022,-0.33462596,-0.93441916,-0.87420475,-0.18759246,-0.3298486,-0.77116525,-0.5371568,0.6430105,0.94515246,0.0927641,-1.1348795,-1.0636871,0.4911349,0.51645,0.01413658,1.5603508,-1.1046809,-0.32040548,0.77607954,-0.523627,1.1248869
0.46249226,0.2386064,2.205501,-0.6309337,-0.97747594,-1.0800159,-0.72625536,-0.38444042,0.7087104,0.6999374,3.2391648,-0.6518891,-1.2542157,-1.2842076,-1.0390589,-0.44625178,-0.29654956,0.020914232,3.7254076,-0.5309768,-1.021918,-0.88346255,-0.45912907,-0.31229955,-1.1580808,-1.5996732,-0.56247175,0.91144335,1.124103,0.082184464,0.3527519,-1.1333653,-1.1620811,-0.65461296,-0.43710858,7.1157036,8.313647,2.0747197,1.1490742,0.49763414,0.2744385,-0.34134105,-0.8751893,-0.9881858,-1.0078249,-0.5371568,0.88673276,0.46804112,2.5300653,-0.12049544,-1.1604625,-1.3083055,-1.1495178,-0.5125885,2.5180922,-1.2544628,-1.5963842,3.448222,-1.6335973,1.1398908
-0.60814327,0.8277001,3.0994065,-0.2318361,-1.7009907,-1.5136683,-1.0730848,-0.4048072,-0.03709922,2.7340026,1.4221549,-1.3036358,-0.95833737,-1.2618327,-1.3754896,-0.47402006,-0.024773391,3.5679123,-0.80815274,-1.5232099,-1.2390004,-0.9658479,-0.82201236,-0.2871816,-1.422749,-1.8259983,-1.4255798,0.61211044,1.2452235,0.8049036,1.6377715,-0.47223288,-0.8173081,-0.65141284,-0.50848293,-0.31949297,-0.34484246,-0.33768806,-1.0868542,-1.0871676,0.53288394,3.0275905,1.1274835,-0.17221855,-0.7218612,-0.5371568,-0.43887833,1.1790909,3.1205754,-0.9133473,-1.036805,-1.3052964,-1.4701643,-0.5534551,-1.584029,0.6251411,-1.6722509,-0.912847,-0.49977648,0.9631225
1.1077414,1.9692452,-0.3247559,-1.8282266,-1.2509303,-0.16846073,1.4816105,-0.05347967,1.2776291,1.4956398,0.6650675,-1.4471753,-1.3572447,-0.7248373,1.0014663,-0.09914823,1.2797523,-0.5021574,-1.4315703,-1.139631,-0.63254815,0.5273863,2.8852818,0.32569617,-0.89536047,-1.0977956,0.07772151,1.8395643,1.6122622,1.4940312,-0.7089452,-0.7109225,-0.7584444,-0.5394093,1.8647151,9.054328,1.4267795,0.5449002,1.6708587,-0.40477815,-0.6634683,-0.58795565,-0.42430612,-0.14440148,-0.97824246,-0.5371568,1.2136772,2.0255787,0.5964345,-1.5118728,-1.5368114,-0.8178226,0.96256685,0.11857345,2.9779255,-1.0973767,-1.1436901,2.5903609,-0.71477455,1.9075344
2.164038,0.76850885,-0.08123352,-1.0444132,-0.84644574,0.13244097,-0.43864062,-0.45063254,1.8895755,0.6673489,0.343767,-0.41912237,-0.9847551,-0.35405472,-0.29306042,-0.47402006,0.85536325,0.48673424,-0.0066158497,-0.3914935,-0.55329585,-0.87316436,-0.59643626,-0.40272412,-1.1257865,-1.1435088,-0.96555674,1.5402545,1.3338878,0.7550793,-1.1317935,1.6589245,-0.40245935,-0.5682102,-0.06834095,0.6726268,0.20411082,0.11831585,-0.8891468,-0.015752364,2.096062,1.072289,0.18062882,-0.44111684,-0.9881033,-0.5371568,2.3015103,1.1052155,0.21144505,-0.45085037,-1.0287404,-0.43867627,-0.38972494,-0.5398329,0.29504928,-0.04865603,-1.3525648,0.29459378,-0.9171543,1.5780388
